City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,acarau,-2.8856,-40.12,24.92,82,10,7.3,BR,1724984195
365,cowra,-33.8333,148.6833,22.06,40,90,9.05,AU,1724984187
366,remire-montjoly,4.9167,-52.2667,24.02,94,0,1.03,GF,1724984197
367,rio grande,-32.035,-52.0986,14.13,94,100,3.29,BR,1724984199
368,mitu,1.1983,-70.1733,22.69,91,100,0.72,CO,1724984200
369,al hadd,26.2456,50.6542,35.59,61,34,2.24,BH,1724984201
370,sitionuevo,10.7774,-74.7205,30.09,79,20,3.6,CO,1724984202
371,angaur state,6.906,134.13,28.68,75,100,1.69,PW,1724984203
372,selenice,40.5306,19.6358,23.18,63,2,1.75,AL,1724984204
373,puerto baquerizo moreno,-0.9,-89.6,19.86,92,70,6.45,EC,1724984205
374,okhotsk,59.3833,143.3,12.73,87,100,1.53,RU,1724984206
375,malindi,-3.2175,40.1191,24.17,83,27,6.41,KE,1724984208
376,ramshir,30.8946,49.4092,33.12,21,0,3.92,IR,1724984209
377,lugoff,34.2274,-80.6892,28.1,77,0,0.0,US,1724984210
378,novyy urgal,51.0736,132.5642,14.77,95,100,1.24,RU,1724984211
379,turaiyur,11.1667,78.6167,25.65,82,100,3.67,IN,1724984212
380,serdar,38.9764,56.2757,20.37,30,0,4.03,TM,1724984213
381,bac lieu,9.285,105.7244,29.31,70,62,7.56,VN,1724984214
382,paine,-33.8167,-70.75,9.52,92,100,0.69,CL,1724984216
383,santyoku,37.4406,129.1708,24.05,93,100,4.98,KR,1724984217
384,duong dong,10.2167,103.9667,26.0,89,75,4.12,VN,1724984218
385,fortaleza,-3.7227,-38.5247,26.79,78,0,4.63,BR,1724984189
386,mangaratiba,-22.9597,-44.0406,19.98,71,0,1.62,BR,1724984220
387,adiake,5.2863,-3.304,22.2,96,100,2.73,CI,1724984221
388,tongliao,43.6125,122.2653,24.84,61,13,6.66,CN,1724984111
389,bahia blanca,-38.7196,-62.2724,6.71,61,0,3.48,AR,1724984223
390,mudgee,-32.5943,149.5871,23.33,37,0,7.21,AU,1724984225
391,ciudad constitucion,25.0369,-111.6644,28.77,39,0,5.84,MX,1724984226
392,tateyama,34.9833,139.8667,27.54,88,99,8.83,JP,1724984227
393,kudahuvadhoo,2.6708,72.8944,28.56,75,100,5.81,MV,1724984228
394,murzuq,25.9155,13.9184,30.91,45,4,7.55,LY,1724984229
395,hami,42.8,93.45,28.07,27,91,2.3,CN,1724983689
396,guanica,17.9716,-66.908,28.88,70,4,4.39,PR,1724984231
397,wanganui,-39.9333,175.05,13.79,70,9,6.6,NZ,1724984232
398,krasnyy chikoy,50.3643,108.7512,17.3,54,71,1.55,RU,1724984234
399,cabo san lucas,22.8909,-109.9124,32.17,48,0,2.06,MX,1724983726
400,kharovsk,59.9642,40.1912,11.63,93,13,0.82,RU,1724984236
401,salalah,17.0151,54.0924,24.52,94,99,3.09,OM,1724984169
402,malango,-2.9627,119.9001,25.29,71,100,1.33,ID,1724984239
403,kargasok,59.0556,80.8572,12.47,96,100,8.54,RU,1724984241
404,benalla,-36.55,145.9833,16.69,52,3,7.2,AU,1724984243
405,santarem,-2.4431,-54.7083,25.07,94,0,1.03,BR,1724984244
406,la passe,45.5549,-0.8967,17.97,84,100,2.67,FR,1724983678
407,tralee,52.2704,-9.7026,9.73,96,15,1.24,IE,1724984246
408,greencastle,39.6445,-86.8647,23.75,92,0,2.06,US,1724984247
409,sarakhs,36.5449,61.1577,19.25,36,0,3.56,IR,1724984248
410,luderitz,-26.6481,15.1594,15.75,41,0,3.13,NA,1724984249
411,beaufort west,-32.3567,22.583,2.67,62,0,3.66,ZA,1724984252
412,kailua-kona,19.6406,-155.9956,29.98,83,40,5.14,US,1724983962
413,cabedelo,-6.9811,-34.8339,23.37,78,25,8.24,BR,1724984254
414,mahina,-17.5065,-149.489,26.87,78,20,6.17,PF,1724984255
415,glace bay,46.1969,-59.957,14.92,82,99,2.24,CA,1724984256
416,taltal,-25.4,-70.4833,11.52,72,89,0.54,CL,1724984257
417,lakatoro,-16.0999,167.4164,26.3,58,18,4.51,VU,1724984258
418,bhimunipatnam,17.8833,83.4333,26.09,81,100,3.15,IN,1724984260
419,jincheng,35.5022,112.8328,27.41,63,17,1.5,CN,1724984261
420,lillehammer,61.1146,10.4674,10.69,99,17,0.91,NO,1724984262
421,san patricio,28.017,-97.5169,28.97,71,12,5.07,US,1724984263
422,owatonna,44.0839,-93.226,20.93,83,100,3.09,US,1724984264
423,zhuanghe,39.7008,122.9911,25.06,70,100,2.46,CN,1724984265
424,eenhana,-17.4667,16.3333,16.97,18,0,2.41,NA,1724984165
425,partinico,38.0439,13.12,23.83,73,0,1.03,IT,1724984269
426,ta`u,-14.2336,-169.5144,25.68,73,33,7.49,AS,1724984270
427,pemangkat,1.1667,108.9667,27.33,77,99,2.18,ID,1724984271
428,kimbe,-5.5502,150.1429,32.07,60,99,3.8,PG,1724984272
429,bikenibeu village,1.3673,173.1241,28.78,72,97,7.09,KI,1724984273
430,newman,37.3138,-121.0208,32.24,31,0,2.24,US,1724984274
431,keetmanshoop,-26.5833,18.1333,8.76,16,0,6.39,NA,1724984275
432,kununurra,-15.7667,128.7333,31.99,45,98,2.57,AU,1724984278
433,molteno,-31.3968,26.3625,-1.19,86,56,3.73,ZA,1724984279
434,thiruvananthapuram,8.4833,76.9167,24.99,94,100,4.12,IN,1724984280
435,al mindak,20.1588,41.2834,18.59,75,50,1.49,SA,1724984281
436,al badari,26.9926,31.4155,29.78,32,1,3.58,EG,1724984282
437,trairi,-3.2778,-39.2689,25.05,83,17,5.55,BR,1724984010
438,lihue,21.9789,-159.3672,27.77,75,75,6.17,US,1724984284
439,maridi,4.9158,29.4742,19.56,95,98,0.02,SS,1724984286
440,bubaque,11.2833,-15.8333,26.18,84,46,4.67,GW,1724984287
441,talcahuano,-36.7167,-73.1167,8.82,93,54,0.0,CL,1724984217
442,general conesa,-40.1,-64.4333,9.44,43,0,4.94,AR,1724984289
443,vung tau,10.346,107.0843,27.59,76,40,7.13,VN,1724984290
444,chui,-33.6971,-53.4616,13.86,94,100,5.14,UY,1724984291
445,el espinal,16.3333,-94.0667,24.32,90,98,0.27,MX,1724984292
446,hammerfest,70.6634,23.6821,14.25,82,41,2.57,NO,1724984293
447,chisec,15.8167,-90.2833,23.14,99,100,1.7,GT,1724984295
448,intendente alvear,-35.2338,-63.592,11.16,68,100,3.34,AR,1724984296
449,port douglas,-16.4833,145.4667,24.69,71,44,3.18,AU,1724984297
450,molchanovo,57.5817,83.7692,14.09,90,100,4.67,RU,1724984298
451,tangalle,6.024,80.7911,26.57,84,100,4.35,LK,1724984299
452,tangzhai,34.4328,116.5911,29.03,74,1,1.85,CN,1724984110
453,nagqu,31.5,92.0,10.09,52,0,2.47,CN,1724984301
454,igarka,67.4667,86.5833,11.77,98,100,1.92,RU,1724984303
455,camabatela,-8.1881,15.375,16.79,87,88,3.21,AO,1724984304
456,leh,34.1667,77.5833,10.26,77,76,2.55,IN,1724984305
457,midvagur,62.0511,-7.1939,10.46,87,75,4.63,FO,1724984306
458,totskoye,52.5248,52.7623,16.37,69,55,1.72,RU,1724984307
459,pointe-du-lac,46.2869,-72.6845,16.95,90,0,1.03,CA,1724984308
460,vilyuchinsk,52.9306,158.4028,22.15,73,89,2.33,RU,1724984309
461,coahuayana de hidalgo,18.7,-103.6583,26.84,85,100,0.64,MX,1724984310
462,thohoyandou,-22.9456,30.485,12.61,83,100,3.34,ZA,1724984312
463,la sarre,48.8002,-79.1996,11.44,71,2,3.22,CA,1724984313
464,pyetrykaw,52.1289,28.4921,17.43,56,100,2.23,BY,1724984314
465,mourenx,43.3833,-0.6,19.49,100,75,3.09,FR,1724984315
466,burang,30.25,81.1667,8.55,81,100,1.81,CN,1724984316
467,novozybkov,52.5396,31.9275,16.87,55,50,3.51,RU,1724984317
468,vytegra,61.0064,36.4481,12.16,90,8,1.27,RU,1724984318
469,benton harbor,42.1167,-86.4542,24.52,85,0,0.0,US,1724984042
470,quelimane,-17.8786,36.8883,23.72,86,22,3.8,MZ,1724984321
471,dunda,-8.1167,34.25,17.28,80,3,1.51,TZ,1724984322
472,richards bay,-28.783,32.0377,13.26,87,100,4.91,ZA,1724984323
473,freeport,40.6576,-73.5832,21.99,76,75,4.63,US,1724984209
474,mgandu,-5.95,34.1333,16.63,72,41,4.1,TZ,1724984325
475,bahia de kino,28.8333,-111.9333,32.06,65,0,5.4,MX,1724984326
476,pailon,-17.65,-62.75,24.15,37,9,2.39,BO,1724984327
477,xam nua,20.4197,104.0439,24.14,89,86,0.78,LA,1724984129
478,pergamos,35.0417,33.7083,25.61,74,0,1.56,GB,1724984331
479,along,28.1667,94.7667,26.42,79,62,0.24,IN,1724984332
480,ambalangoda,6.2355,80.0538,28.88,81,100,5.59,LK,1724984333
481,languyan,5.2618,120.0807,24.05,94,100,2.26,PH,1724984334
482,shenjiamen,29.9576,122.298,29.42,72,0,2.23,CN,1724984335
483,padang,-0.9492,100.3543,27.03,79,98,0.11,ID,1724984223
484,miyako,39.6367,141.9525,22.48,100,100,2.5,JP,1724984054
485,kilindoni,-7.9139,39.6668,24.74,75,8,5.74,TZ,1724984339
486,vada,51.97,5.6667,17.19,94,75,0.51,NL,1724984340
487,louga,58.7372,29.8453,12.93,86,80,1.86,RU,1724984341
488,balakhta,55.38,91.6,12.48,87,100,0.27,RU,1724984342
489,soe,-9.8607,124.284,28.31,29,77,2.15,ID,1724984343
490,carolina beach,34.0352,-77.8936,27.79,87,1,3.43,US,1724984288
491,morehead city,34.7229,-76.726,27.79,89,100,1.79,US,1724984345
492,ulsteinvik,62.3432,5.8487,14.62,79,41,3.13,NO,1724984347
493,cambria,35.5641,-121.0808,15.65,85,18,2.45,US,1724984348
494,yorkton,51.2167,-102.4677,13.91,94,40,4.12,CA,1724984349
495,itamaraca,-7.7478,-34.8256,24.09,74,94,6.27,BR,1724984350
496,chamber,25.2931,68.812,26.22,84,97,7.49,PK,1724984351
497,huarmey,-10.0681,-78.1522,16.85,83,44,5.54,PE,1724984352
498,sao vicente,-23.9631,-46.3919,17.77,26,0,1.42,BR,1724984353
499,samraong,12.4526,105.5873,28.69,71,76,1.36,KH,1724984355
500,itaueira,-7.6033,-43.0256,23.52,34,4,2.33,BR,1724984356
501,prince rupert,54.3161,-130.3201,14.05,83,100,1.03,CA,1724984357
502,cotonou,6.3654,2.4183,24.23,91,100,5.89,BJ,1724984187
503,zhangjiakou,40.81,114.8794,25.93,53,0,1.47,CN,1724984119
504,erenhot,43.6475,111.9767,21.69,52,76,5.73,CN,1724984089
505,yershov,51.3513,48.2766,18.95,71,52,4.14,RU,1724984361
506,boguchany,58.3814,97.4531,15.5,76,0,1.52,RU,1724984362
507,jiayuguan,39.8167,98.3,25.0,50,100,3.26,CN,1724984230
508,pisco,-13.7,-76.2167,17.03,77,21,0.51,PE,1724984365
509,fuding,27.3273,120.214,33.39,59,3,0.78,CN,1724984366
510,choibalsan,48.0667,114.5,18.42,45,4,5.73,MN,1724984367
511,amahai,-3.3333,128.9167,26.22,81,96,3.47,ID,1724984368
512,garachico,28.7781,-17.7646,21.06,60,0,4.63,ES,1724984369
513,kavieng,-2.5744,150.7967,29.28,74,100,7.09,PG,1724984370
514,tank,32.2217,70.3793,27.94,69,25,5.11,PK,1724984371
515,akureyri,65.6835,-18.0878,11.96,50,75,6.69,IS,1724984373
516,mokhsogollokh,61.4681,128.9203,14.36,44,98,1.02,RU,1724984374
517,aban,56.67,96.06,14.6,80,4,1.59,RU,1724984375
518,maine soroa,13.2114,12.0241,22.05,90,100,4.7,NE,1724984376
519,bishunpur urf maharajganj,26.2519,83.1186,29.77,72,6,1.46,IN,1724984377
520,izluchinsk,60.9794,76.9242,11.01,89,90,7.44,RU,1724984378
521,nyandoma,61.669,40.1991,11.19,95,24,0.56,RU,1724984379
522,dalnerechensk,45.9339,133.7225,23.76,75,79,5.31,RU,1724984380
523,zhatay,62.1594,129.8294,15.03,51,0,2.0,RU,1724984382
524,baruun-urt,46.6806,113.2792,17.41,45,79,1.89,MN,1724984383
525,clarence-rockland,45.5501,-75.291,11.05,87,0,2.79,CA,1724984110
526,bondoukou,8.0333,-2.8,20.72,97,78,1.85,CI,1724984385
527,ginir,7.1333,40.7,14.68,86,12,2.3,ET,1724984387
528,lionel town,17.8101,-77.2406,28.13,83,9,3.29,JM,1724984388
529,kiunga,-6.1219,141.2906,27.27,74,99,2.0,PG,1724984391
530,aykhal,66.0,111.5,12.0,55,65,4.75,RU,1724984392
531,tianpeng,30.9866,103.9393,26.02,86,100,3.14,CN,1724984393
532,port hedland,-20.3167,118.5667,36.03,13,1,5.66,AU,1724984394
533,sabang,5.8933,95.3214,27.67,74,100,5.28,ID,1724984395
534,thunder bay,48.4001,-89.3168,17.99,88,100,4.12,CA,1724984396
535,gizo,-8.103,156.8419,27.72,79,100,5.54,SB,1724984350
536,shiqian,27.5225,108.2281,27.19,65,52,1.5,CN,1724984399
537,bardai,11.65,7.2333,20.88,96,100,4.44,NG,1724984401
538,santa cruz,-17.8,-63.1667,22.7,73,4,1.54,BO,1724984335
539,moree,-29.4667,149.85,27.04,32,0,6.07,AU,1724984403
540,saldanha,-33.0117,17.9442,5.03,69,0,5.93,ZA,1724984404
541,farafangana,-22.8167,47.8333,19.44,91,14,3.11,MG,1724984405
542,lubbock,33.6001,-101.8338,26.14,57,20,2.57,US,1724983905
543,vilhena,-12.7406,-60.1458,24.59,33,0,2.17,BR,1724984408
544,luganville,-15.5333,167.1667,26.64,56,87,4.45,VU,1724984409
545,cockburn town,21.4612,-71.1419,28.94,83,3,9.37,TC,1724984340
546,kirensk,57.7853,108.1119,13.49,66,100,2.13,RU,1724984411
547,castillos,-34.1667,-53.8333,13.01,91,100,3.69,UY,1724984412
548,inongo,-1.95,18.2667,21.79,78,53,2.35,CD,1724984413
549,voss,60.623,6.4229,9.09,96,39,1.7,NO,1724984414
550,rio bueno,-40.3167,-72.9667,4.49,99,1,1.43,CL,1724984415
551,gadzhiyevo,69.2551,33.3362,11.39,83,100,6.29,RU,1724984417
552,box elder,41.5005,-112.8764,21.54,29,0,2.6,US,1724984418
553,kuhsan,34.6539,61.1978,18.52,35,0,9.91,AF,1724984419
554,whakatane,-37.9585,176.9854,18.06,77,1,3.13,NZ,1724984420
555,hotan,37.0997,79.9269,20.98,65,100,2.97,CN,1724984421
556,kibre mengist,5.8833,38.9833,15.14,95,92,0.96,ET,1724984422
557,birobidzhan,48.8,132.95,19.89,94,100,2.79,RU,1724984423
558,happy valley-goose bay,53.3168,-60.3315,11.17,71,20,3.09,CA,1724984424
559,voskresenskoye,56.8381,45.4317,11.82,85,6,1.68,RU,1724984426
560,vineland,39.4862,-75.0257,21.94,79,100,4.63,US,1724984378
561,juan griego,11.0817,-63.9655,29.07,79,11,2.57,VE,1724984430
562,seosan,36.7817,126.4522,27.76,67,0,4.18,KR,1724984431
563,karema,-6.8205,30.4389,23.29,69,41,2.2,TZ,1724984432
564,rozdilna,46.8433,30.0792,20.59,58,100,3.11,UA,1724984434
565,sakaraha,-22.9,44.5333,15.47,83,1,0.57,MG,1724984435
566,mtambile,-5.3833,39.7,24.33,80,7,6.09,TZ,1724984436
567,bonthe,7.5264,-12.505,24.4,89,34,4.92,SL,1724984438
568,sultanpur,26.2667,82.0667,28.81,68,96,1.25,IN,1724984439
